,site_code,Taxon,mean.before.control,mean.before.drought,mean.after.control,mean.after.drought,drought.after.minus.before,control.after.minus.before,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.all.g.cm3,SRL.all.m.g,rootDiam.mm,SRL_fine_m.g,RTD.fine.g.cm3,RMF.g.g,RTD.groot.cahill.merge,SRL.groot.cahill.merge,Notes,X.1,X.2,X.3,X.4,X.5,X.6,local_lifespan,local_lifeform,functional_group
19941,esw.ca,SYMPHYOTRICHUM NOVAE-ANGLIAE,7.5,1,1,1,0,-6.5,6.5,24.33975,1.022302632,NA,22.95791262,NA,0.12,52,0.46,NA,0.12,0.23,0.12,52,"height, SLA, RTD fine from TRY","RTD, SRL, diam from groot",leafN from Carmona 2021,RMF from Johnston 2020,,,,PERENNIAL,FORB,FORB
19960,purdue.us,SYMPHYOTRICHUM NOVAE-ANGLIAE,14.85714286,10.75,16.71428571,16.66666667,5.91666667,1.85714285,4.05952382,24.33975,1.022302632,NA,22.95791262,NA,0.12,52,0.46,NA,0.12,0.23,0.12,52,"height, SLA, RTD fine from TRY","RTD, SRL, diam from groot",leafN from Carmona 2021,RMF from Johnston 2020,,,,PERENNIAL,FORB,FORB
19998,cedarsav.us,SYMPHYOTRICHUM OOLENTANGIENSE,6.6,2,7.666666667,0,-2,1.066666667,-3.066666667,16.02907407,0.493,19.81443763,14.68950044,NA,0.12,81.16666667,0.35,NA,0.12,0.4255,0.12,81.16666667,"leafN, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",height from Carmona 2021,,,,,PERENNIAL,FORB,FORB
20019,purdue.us,SYMPHYOTRICHUM PILOSUM,9.2,7.25,7.2,7.5,0.25,-2,2.25,23.9,0.861666667,NA,18.27837298,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",leafN from Craine 2012,,,,,,PERENNIAL,FORB,FORB
20044,sand.us,SYMPHYOTRICHUM WALTERI,12,12,13,0,-12,1,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
20048,kiskun.hu,SYRENIA CANA,0.17,0.25,0.1,0.15,-0.1,-0.07,-0.03,NA,NA,NA,11.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLA from Carmona 2021,,,,,,,PERENNIAL,FORB,FORB
20066,cedartrait.us,TARAXACUM CAMPYLODES,1.25,1.333333333,0,5,3.666666667,-1.25,4.916666667,28.3472693,0.044,10.73618,30.37717515,0.1524,0.27,213.1,0.292,NA,0.253916667,0.339040609,0.253916667,213.1,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","leafN, rootN, SLA, depth, RTD, RTD fine, RMF from TRY","SRL, diam from groot",,,,,PERENNIAL,FORB,FORB
20078,kernb.ca,TARAXACUM TARAXACUM,0.666666667,1,0.833333333,0.5,-0.5,0.166666666,-0.666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
20109,rhijn.nl,TARAXACUM TARAXACUM,2,1,1.5,1,0,-0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
20148,esw.ca,TARAXACUM TARAXACUM,1,1,1,4.333333333,3.333333333,0,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
20179,teshio.jp,TARAXACUM TARAXACUM,1.25,1,5,0,-1,3.75,-4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
20186,kernnu.ca,TARAXACUM TARAXACUM,1.166666667,1.166666667,1,1.166666667,0,-0.166666667,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
20218,baddrt.de,TARAXACUM TARAXACUM,7.25,8.75,2.24,7.06,-1.69,-5.01,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
20300,mattheis.ca,TARAXACUM TARAXACUM,0,0,10,3.5,3.5,10,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
20313,ebro.es,TEUCRIUM CAPITATUM,0.564906222,0.072867667,1.137641351,0.152425778,0.079558111,0.572735129,-0.493177018,NA,0.200866667,NA,7.696589169,NA,NA,NA,0.25,233.09,0.091761,NA,0.091761,233.09,"height, SLA from Carmona 2021","diam, SRl fine, RTD fine from Illuminati 2022",,,,,,PERENNIAL,SHRUB,WOODY
20337,allmendo.ch,TEUCRIUM CHAMAEDRYS,2.083333333,1.25,3.833333333,2.583333333,1.333333333,1.75,-0.416666667,18.27717333,0.190683889,19.69,14.20029163,1.62,0.187321285,149.5449877,0.264622222,NA,0.114,0.738339022,0.114,149.5449877,"height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",leafN from Cerebolini 2010,depth from Tumber-Davila 2022,,,,PERENNIAL,SHRUB,WOODY
20366,allmendb.ch,TEUCRIUM CHAMAEDRYS,0.5,14.75,1,5.75,-9,0.5,-9.5,18.27717333,0.190683889,19.69,14.20029163,1.62,0.187321285,149.5449877,0.264622222,NA,0.114,0.738339022,0.114,149.5449877,"height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",leafN from Cerebolini 2010,depth from Tumber-Davila 2022,,,,PERENNIAL,SHRUB,WOODY
20379,allmendo.ch,TEUCRIUM MONTANUM,3.5,0.5,7.25,0,-0.5,3.75,-4.25,13.535128,0.275,NA,18.07333333,0.58,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",leafN from Cerebolini 2010,depth from Tumber-Davila 2022,,,,,PERENNIAL,SHRUB,WOODY
20386,brookdale.ca,THALICTRUM VENULOSUM,5,6.666666667,1,1.75,-4.916666667,-4,-0.916666667,29.5,0.178666667,17.73333333,18.1239633,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, rootN, SLA from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x179",leafN from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x179,,,,,,PERENNIAL,FORB,FORB
20407,ukulingadrt.za,THEMEDA TRIANDRA,31.66666667,30,11.33333333,15,-15,-20.33333334,5.33333334,13.22821429,1.5,4.35,9.2635,NA,0.6525,0.0435,0.2625,NA,NA,NA,0.6525,NA,"leafN, height, rootN, SLA, diam from TRY",RTD from groot,SRL from CoREE,,,,,PERENNIAL,GRASS,GRASS
20437,hard.us,THLASPI ARVENSE,0,0,1.666666667,3,3,1.666666667,1.333333333,35.43920077,0.423333333,NA,24.42761317,0.49,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",depth from Tumber-Davila 2022,leafN from CoREE,,,,,ANNUAL,FORB,FORB
20454,ukulingadrt.za,THUNBERGIA ATRIPLICIFOLIA,3,3.5,11.5,35,31.5,8.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,SHRUB,FORB
20470,ebro.es,THYMELAEA TINCTORIA,0,3.359766667,0.401426667,3.45576,0.095993333,0.401426667,-0.305433334,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0.350877193,NA,NA,RMF from groot,height from Carmona 2021,,,,,,PERENNIAL,SHRUB,WOODY
20479,allmendo.ch,THYMUS SERPYLLUM,1,0.416666667,1.5,1.833333333,1.416666666,0.5,0.916666666,19.815,0.08775,NA,12.59845839,NA,0.7,11.2,NA,NA,NA,0.633296663,0.7,11.2,"leafN, height, SLA from TRY","RTD, SRL, RMF from groot",,,,,,PERENNIAL,FORB,WOODY
20509,allmendb.ch,THYMUS SERPYLLUM,2.416666667,2.166666667,2.166666667,1.666666667,-0.5,-0.25,-0.25,19.815,0.08775,NA,12.59845839,NA,0.7,11.2,NA,NA,NA,0.633296663,0.7,11.2,"leafN, height, SLA from TRY","RTD, SRL, RMF from groot",,,,,,PERENNIAL,FORB,WOODY
20539,ebro.es,THYMUS VULGARIS,1.792457333,1.860816222,1.888433582,2.008951389,0.148135167,0.095976249,0.052158918,11.4,0.08,NA,10.34931507,NA,NA,NA,0.15,592.48,0.129813,0.416666667,0.129813,592.48,"height, SLA from Ciempoz PI",height from SLA,RMF from groot,"diam, SRL fine, RTD fine from Illuminati 2022",,,,PERENNIAL,SHRUB,WOODY
20569,ciempoz.es,THYMUS VULGARIS,8.98,8.71,8.52375,7.914166667,-0.795833333,-0.45625,-0.339583333,11.4,0.08,NA,10.34931507,NA,NA,NA,0.15,592.48,0.129813,0.416666667,0.129813,592.48,"height, SLA from Ciempoz PI",height from SLA,RMF from groot,"diam, SRL fine, RTD fine from Illuminati 2022",,,,PERENNIAL,SUBSHRUB,WOODY
20629,charleville.au,THYRIDOLEPIS MITCHELLIANA,1,1,0,0,-1,-1,0,NA,0.3,NA,13.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",,,,,,,PERENNIAL,GRASS,GRASS
20634,quilpie.au,THYRIDOLEPIS MITCHELLIANA,1.666666667,1.333333333,0,0,-1.333333333,-1.666666667,0.333333334,NA,0.3,NA,13.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",,,,,,,PERENNIAL,GRASS,GRASS
20645,brokenh.au,THYRIDOLEPIS MITCHELLIANA,1,2.333333333,0,0,-2.333333333,-1,-1.333333333,NA,0.3,NA,13.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",,,,,,,PERENNIAL,GRASS,GRASS
20649,jilpanger.au,THYSANOTUS PATERSONII,0.5,0,0.5,0.5,0.5,0,0.5,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from austraits,,,,,,,PERENNIAL,FORB,FORB
20657,jilpanger.au,THYSANOTUS TUBEROSUS,0.5,0,0.5,0.5,0.5,0,0.5,NA,0.4,NA,4.460783856,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",,,,,,,PERENNIAL,FORB,FORB
20670,jorndrt.us,TIDESTROMIA LANUGINOSA,0,0,2,0.2,0.2,2,-1.8,NA,NA,NA,17.09882973,0.265,NA,NA,0.208,NA,NA,NA,NA,NA,"SLA  from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from Tumber-Davila 2022,diam from Collier 2003,,,,,ANNUAL,FORB,FORB
20673,ethadb.au,TRACHYMENE GLAUCIFOLIA,0,0,0.75,1,1,0.75,0.25,NA,0.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from austraits,,,,,,,ANNUAL,FORB,FORB
20681,ukulingadrt.za,TRAGIA MEYERIANA,0,0,3.5,3,3,3.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
20688,mattheis.ca,TRAGOPOGON DUBIUS,1,1,3.8,1,0,2.8,-2.8,30.29,0.1925,6.75,19.99,0.1524,0.031834677,58.4594469,0.6475,NA,0.226936116,0.490096133,0.226936116,58.4594469,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN,RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x181","depth, RTD fine from TRY",RMF from groot,leafN from Blumental 2020,,,PERENNIAL,FORB,FORB
20702,cdpt_drt.us,TRAGOPOGON DUBIUS,0.5,0,0,0.1,0.1,-0.5,0.6,30.29,0.1925,6.75,19.99,0.1524,0.031834677,58.4594469,0.6475,NA,0.226936116,0.490096133,0.226936116,58.4594469,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN,RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x181","depth, RTD fine from TRY",RMF from groot,leafN from Blumental 2020,,,ANNUAL,FORB,FORB
20708,matador.ca,TRAGOPOGON DUBIUS,0,0,2,0.5,0.5,2,-1.5,30.29,0.1925,6.75,19.99,0.1524,0.031834677,58.4594469,0.6475,NA,0.226936116,0.490096133,0.226936116,58.4594469,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN,RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x181","depth, RTD fine from TRY",RMF from groot,leafN from Blumental 2020,,,BIENNIAL,FORB,FORB
20714,baddrt.de,TRAGOPOGON PRATENSIS,1,1,0.5,0,-1,-0.5,-0.5,28.15843561,0.575,20.30344663,22.41578318,NA,0.170824899,150.3177187,0.287861111,NA,NA,0.606290205,0.170824899,150.3177187,"height, SLA from TRY","rootN, RTD, SRL, diam, RMF from groot",leafN from CoREE,,,,,PERENNIAL,FORB,FORB
20721,lygraold.no,TRICHOPHORUM CESPITOSUM,4,7,12.5,12.5,5.5,8.5,-3,15.3,0.4,4.4,3.79,0.1,NA,35.47,0.425,35.47,0.199,NA,0.199,35.47,"leafN, height from TRY","rootN, depth, SRL, diam from groot",SLA from Heim_2021,"SRL fine, RTD fine from Mackay 2019",,,,PERENNIAL,GRAMINOID,GRAMINOID
20737,lygraint.no,TRICHOPHORUM CESPITOSUM,4.666666667,7.666666667,6.5,11,3.333333333,1.833333333,1.5,15.3,0.4,4.4,3.79,0.1,NA,35.47,0.425,35.47,0.199,NA,0.199,35.47,"leafN, height from TRY","rootN, depth, SRL, diam from groot",SLA from Heim_2021,"SRL fine, RTD fine from Mackay 2019",,,,PERENNIAL,GRAMINOID,GRAMINOID
20757,lygraold.no,TRIENTALIS EUROPEA,1,1,1,1,0,0,0,16.70506154,0.147,NA,45.25334092,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, height, SLA from TRY",,,,,,,PERENNIAL,FORB,FORB
20764,oreaa.us,TRIFOLIUM MACROCEPHALUM,0.5,0.5,1,3.5,3,0.5,2.5,41.8,0.6096,NA,6.89,0.1524,NA,NA,1.85,NA,NA,NA,NA,NA,"height, depth from TRY","leafN, SLA, diam from Tortorelli 2022",,,,,,PERENNIAL,FORB,LEGUME
20774,allmendb.ch,TRIFOLIUM MONTANUM,0.25,0.25,1,0.25,0,0.75,-0.75,34.121,0.306666667,NA,19.0927571,0.825,0.113646105,238.0656783,0.246975,238.07,0.11,NA,0.113646105,238.0656783,"leafN, height, SLA from TRY","RTD, SRL, diam from groot",depth from Tumber-Davila 2022,"SRL fine, RTD fine from Stiblikova",,,,PERENNIAL,FORB,LEGUME
20789,allmendo.ch,TRIFOLIUM MONTANUM,1.083333333,0.25,0.666666667,0.5,0.25,-0.416666666,0.666666666,34.121,0.306666667,NA,19.0927571,0.825,0.113646105,238.0656783,0.246975,238.07,0.11,NA,0.113646105,238.0656783,"leafN, height, SLA from TRY","RTD, SRL, diam from groot",depth from Tumber-Davila 2022,"SRL fine, RTD fine from Stiblikova",,,,PERENNIAL,FORB,LEGUME
20810,allmendb.ch,TRIFOLIUM PRATENSE,0.583333333,0.583333333,1,0.75,0.166666667,0.416666667,-0.25,40.4444317,0.26475,14,18.1925463,0.3048,0.134204546,47.93962745,0.256183381,NA,0.124475,0.235814682,0.124475,47.93962745,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x183","leafN, depth, RTD fine from TRY","diam, RMF from groot",,,,,PERENNIAL,FORB,LEGUME
20828,rhijn.nl,TRIFOLIUM PRATENSE,2,2,1,1,-1,-1,0,40.4444317,0.26475,14,18.1925463,0.3048,0.134204546,47.93962745,0.256183381,NA,0.124475,0.235814682,0.124475,47.93962745,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x183","leafN, depth, RTD fine from TRY","diam, RMF from groot",,,,,PERENNIAL,LEGUME,LEGUME
20839,esw.ca,TRIFOLIUM PRATENSE,10.33333333,11.66666667,3,12.33333333,0.66666666,-7.33333333,7.99999999,40.4444317,0.26475,14,18.1925463,0.3048,0.134204546,47.93962745,0.256183381,NA,0.124475,0.235814682,0.124475,47.93962745,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x183","leafN, depth, RTD fine from TRY","diam, RMF from groot",,,,,PERENNIAL,LEGUME,LEGUME
20873,elvadrt.ee,TRIFOLIUM REPENS,1,15,1,2,-13,0,-13,33.84977,0.198333333,17.69090909,32.58529583,0.3048,0.306205358,64.58137829,0.263218929,NA,0.0525,0.220098395,0.0525,64.58137829,"leafN, height, SLA from Teshio PI","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x184","depth, RTD fine from TRY","diam, RMF from groot",,,,PERENNIAL,LEGUME,LEGUME
20895,teshio.jp,TRIFOLIUM REPENS,0,0,3.666666667,3,3,3.666666667,-0.666666667,33.84977,0.198333333,17.69090909,32.58529583,0.3048,0.306205358,64.58137829,0.263218929,NA,0.0525,0.220098395,0.0525,64.58137829,"leafN, height, SLA from Teshio PI","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x184","depth, RTD fine from TRY","diam, RMF from groot",,,,PERENNIAL,LEGUME,LEGUME
20901,ethadb.au,TRIODIA BASEDOWII,7,11,36,31.5,20.5,29,-8.5,6.4,0.69575,NA,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, height from austraits",SLA from Hoy 2014,,,,,,PERENNIAL,GRASS,GRASS
20931,ethadn.au,TRIODIA BASEDOWII,34.66666667,37,49.33333333,49.33333333,12.33333333,14.66666666,-2.33333333,6.4,0.69575,NA,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, height from austraits",SLA from Hoy 2014,,,,,,PERENNIAL,GRASS,GRASS
20967,baddrt.de,TRIPLEUROSPERMUM INODORUM,0.533333333,0.5,0.5,0,-0.5,-0.033333333,-0.466666667,16.5,0.6,NA,26.71907993,NA,0.527419355,122.868392,NA,NA,NA,0.285343332,NA,NA,"height, SLA, RTD, SRL from TRY",RMF from groot,leafN from Carmona 2021,,,,,ANNUAL,FORB,FORB
20978,quilpie.au,TRIPOGON LOLIIFORMIS,1.5,1,1,0,-1,-0.5,-0.5,NA,0.15,NA,17.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from Carmona 2021",,,,,,,ANNUAL,GRASS,GRASS
20983,cobar.au,TRIPOGON LOLIIFORMIS,1,0,1.5,1,1,0.5,0.5,NA,0.15,NA,17.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from Carmona 2021",,,,,,,ANNUAL,GRASS,GRASS
20987,falls.au,TRISETUM SPICATUM,0.5,0.5,0.5,1,0.5,0,0.5,24.54076945,0.32706,NA,11.94243493,0.3048,NA,NA,0.9,NA,NA,NA,NA,NA,"height, depth from TRY","leafN, SLA from CoREE",diam from Pohl 2011,,,,,PERENNIAL,GRASS,GRASS
20996,ukulingadrt.za,TRISTACHYA LEUCOTHRIX,46.66666667,42,30.5,46.66666667,4.66666667,-16.16666667,20.83333334,9.6,0.424,4.466666667,16.28247734,NA,0.62,NA,0.366666667,NA,NA,NA,0.62,NA,"leafN, rootN, diam from TRY",RTD from groot,"height, SLA from Carmona 2021",,,,,PERENNIAL,GRASS,GRASS
21026,lygraint.no,VACCINIUM MYRTILLUS,2,2,5,2,0,3,-3,18.74819405,0.386262821,5.5077,19.57309957,0.007,NA,NA,0.35,93.72272771,0.459752422,0.180404997,0.459752422,93.72272771,"leafN, height, rootN, SLA from TRY","depth, diam, RMF from groot","SRL fine, RTD fine from Weemstra 2021",,,,,PERENNIAL,SUBSHRUB,WOODY
21037,lygraold.no,VACCINIUM MYRTILLUS,2,8,3,15,7,1,6,18.74819405,0.386262821,5.5077,19.57309957,0.007,NA,NA,0.35,93.72272771,0.459752422,0.180404997,0.459752422,93.72272771,"leafN, height, rootN, SLA from TRY","depth, diam, RMF from groot","SRL fine, RTD fine from Weemstra 2021",,,,,PERENNIAL,SUBSHRUB,WOODY
21050,sand.us,VACCINIUM TENELLUM,12.33333333,10.5,15.66666667,23.5,13,3.33333334,9.66666666,NA,NA,NA,13.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLA from Ames 2016,,,,,,,PERENNIAL,SHRUB,WOODY
21065,lygraint.no,VACCINIUM ULIGINOSUM,1,1,2,1,0,1,-1,19.4998079,0.470266667,4.2,13.89562947,0.2274,NA,NA,0.228371429,108.1797955,NA,NA,NA,108.1797955,"leafN, height, rootN, SLA, depth from TRY","diam, SRL fine from Spitzer 2023",,,,,,PERENNIAL,SUBSHRUB,WOODY
21074,lygraold.no,VACCINIUM ULIGINOSUM,1,1,1,3.5,2.5,0,2.5,19.4998079,0.470266667,4.2,13.89562947,0.2274,NA,NA,0.228371429,108.1797955,NA,NA,NA,108.1797955,"leafN, height, rootN, SLA, depth from TRY","diam, SRL fine from Spitzer 2023",,,,,,PERENNIAL,SUBSHRUB,WOODY
21083,lygraold.no,VACCINIUM VITIS-IDAEA,4.666666667,9,4.333333333,10.33333333,1.33333333,-0.333333334,1.666666664,10.93425771,0.231449383,6.33333,8.417580782,0.2024,NA,630.3,0.20818,181.0581391,NA,0.269473271,NA,630.3,"leafN, height, rootN, SLA, depth from TRY","SRL, RMF from groot","diam, SRL fine from Spitzer 2023",,,,,PERENNIAL,SUBSHRUB,WOODY
21107,lygraint.no,VACCINIUM VITIS-IDAEA,12.66666667,9.333333333,13,7,-2.333333333,0.33333333,-2.666666663,10.93425771,0.231449383,6.33333,8.417580782,0.2024,NA,630.3,0.20818,181.0581391,NA,0.269473271,NA,630.3,"leafN, height, rootN, SLA, depth from TRY","SRL, RMF from groot","diam, SRL fine from Spitzer 2023",,,,,PERENNIAL,SUBSHRUB,WOODY
21131,cowidrt.ca,VALERIANA samolifolia,1.333333333,5.25,4,13,7.75,2.666666667,5.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
21162,cowidrt.ca,VALERIANELLA LOCUSTA,1.8,2,1.8,2.5,0.5,0,0.5,25.58884667,0.1925,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",leafN from Cerebolini 2010,,,,,,ANNUAL,FORB,FORB
21208,oreaa.us,VENTENATA DUBIA,1.3,2,5.8,8.75,6.75,4.5,2.25,9.2,0.225,NA,20.5,NA,NA,NA,0.28,NA,NA,0.346666667,NA,NA,height from TRY,RMF from groot,"leafN, SLA, diam from Tortorelli 2022",,,,,ANNUAL,GRASS,GRASS
21256,oreac.us,VENTENATA DUBIA,2,0,3.833333333,1,1,1.833333333,-0.833333333,9.2,0.225,NA,20.5,NA,NA,NA,0.28,NA,NA,0.346666667,NA,NA,height from TRY,RMF from groot,"leafN, SLA, diam from Tortorelli 2022",,,,,ANNUAL,GRASS,GRASS
21282,cowidrt.ca,VERONICA ARVENSIS,1.333333333,1.333333333,1,1,-0.333333333,-0.333333333,0,25.44,0.187777778,NA,21.00097059,0.19,NA,NA,NA,NA,NA,0.281239121,NA,NA,"height, SLA from TRY",RMF from groot,depth from Tumber-Davila 2022,leafN from Carmona 2021,,,,ANNUAL,FORB,FORB
21311,elvadrt.ee,VERONICA CHAMAEDRYS,1,1,1,1.5,0.5,0,0.5,25.804,0.234,10.00287923,30.84289646,0.34,0.114461321,349.9700698,0.149373333,NA,NA,0.51690363,0.114461321,349.9700698,"leafN, height, SLA from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,,PERENNIAL,FORB,FORB
21344,rhijn.nl,VERONICA CHAMAEDRYS,3.666666667,10.66666667,2,4,-6.66666667,-1.666666667,-5.000000003,25.804,0.234,10.00287923,30.84289646,0.34,0.114461321,349.9700698,0.149373333,NA,NA,0.51690363,0.114461321,349.9700698,"leafN, height, SLA from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,,PERENNIAL,FORB,FORB
21370,marcdrt.ar,VERONICA PEREGRINA,25,17,0,0,-17,-25,8,NA,0.154166667,NA,29.10888889,0.15,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",depth from Stromberg 2013,,,,,,ANNUAL,FORB,FORB
21387,matador.ca,VICIA AMERICANA,0.5,0.5,0.5,0.5,0,0,0,35.46973684,0.161588235,16.79090909,15.10490851,0.254,0.282475529,609.8218073,0.363178334,NA,0.163035714,NA,0.163035714,609.8218073,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x185","leafN, depth, RTD fine from TRY",diam from groot,,,,,PERENNIAL,FORB,LEGUME
21398,kernb.ca,VICIA AMERICANA,0.5,0.5,0.5,1,0.5,0,0.5,35.46973684,0.161588235,16.79090909,15.10490851,0.254,0.282475529,609.8218073,0.363178334,NA,0.163035714,NA,0.163035714,609.8218073,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x185","leafN, depth, RTD fine from TRY",diam from groot,,,,,PERENNIAL,FORB,LEGUME
21415,brookdale.ca,VICIA AMERICANA,5,5,1,1,-4,-4,0,35.46973684,0.161588235,16.79090909,15.10490851,0.254,0.282475529,609.8218073,0.363178334,NA,0.163035714,NA,0.163035714,609.8218073,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x185","leafN, depth, RTD fine from TRY",diam from groot,,,,,PERENNIAL,VINE,LEGUME
21456,kernnu.ca,VICIA AMERICANA,0.5,0,0.666666667,1,1,0.166666667,0.833333333,35.46973684,0.161588235,16.79090909,15.10490851,0.254,0.282475529,609.8218073,0.363178334,NA,0.163035714,NA,0.163035714,609.8218073,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x185","leafN, depth, RTD fine from TRY",diam from groot,,,,,PERENNIAL,FORB,LEGUME
21482,elvadrt.ee,VICIA CRACCA,6.666666667,5,4.333333333,1.333333333,-3.666666667,-2.333333334,-1.333333333,41.79727454,0.879038889,24.42381,24.95250441,0.3048,0.195683333,41.43187551,0.463024976,NA,0.1491,0.455432042,0.1491,41.43187551,"leafN, height, rootN, SLA, depth, RTD fine from TRY","RTD, SRL, diam, RMF from groot",,,,,,PERENNIAL,LEGUME,LEGUME
21523,cowidrt.ca,VICIA HIRSUTA,3.6,3.4,1.8,2.25,-1.15,-1.8,0.65,43.2098,0.4375,28.02801,22.05714286,0.66,0.3375,87.90712843,0.2074,NA,NA,0.379385142,0.3375,87.90712843,"leafN, height, rootN, SLA from TRY","RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,,ANNUAL,FORB,LEGUME
